movieId,title,genres,year,vote_count,vote_average,wr
1170,黑带精英3,Action,1995,37723,4.147655276621689,4.135999513041557
1291,夺宝奇兵3：圣战奇兵,Action|Adventure,1989,16929,4.158633114773465,4.132740020144898
2437,王尔德,Drama,1997,31157,4.1400006419103255,4.126020824496448
1246,死亡诗社,Drama,1989,15986,4.146440635556112,4.119365658232382
938,金粉世界,Musical,1958,12257,4.154075222321938,4.118782748962338
1235,哈洛与慕德,Comedy|Drama|Romance,1971,37863,4.129097007632781,4.117684121364636
1236,信任,Comedy|Drama|Romance,1990,54675,4.123923182441701,4.116032120050698
1273,不法之徒,Comedy|Drama|Film-Noir,1986,15675,4.142360446570973,4.114866821814571
3553,致命八卦站,Drama|Thriller,2000,5404,4.194022945965951,4.114316216151421
262,小公主,Children|Drama,1995,68717,4.120188599618726,4.113922717045463
6108,瓦伦之夜,Drama,1982,9340,4.1524625267665956,4.106682808300299
1240,终结者,Action|Sci-Fi|Thriller,1984,18162,4.129335976214073,4.105813051378348
3112,"'night, Mother",Drama,1986,13136,4.138093788063338,4.105578081729488
178379,美女与猎犬,Thriller,2017,25343,4.12123663338989,4.104401981260786
546,超级马里奥兄弟,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993,36702,4.115838373930576,4.104216015879101
1243,君臣人子小命呜呼,Comedy|Drama,1990,13173,4.136035830866166,4.10367123725547
616,猫儿历险记,Animation|Children,1970,47823,4.111421282646425,4.10251632451598
1215,鬼玩人3：魔界英豪,Action|Adventure|Comedy|Fantasy|Horror,1993,4254,4.199341795956746,4.099523768877827
2969,一个男人和一个女人,Drama|Romance,1966,53689,4.107340423550448,4.099432136138272
1247,毕业生,Comedy|Drama|Romance,1967,26370,4.114713689799014,4.0986251513778456
1183,英国病人,Drama|Romance|War,1996,15270,4.124787164374591,4.097046319540446
1272,巴顿将军,Drama|War,1970,13573,4.1270905474103,4.095915732114459
928,蝴蝶梦,Drama|Mystery|Romance|Thriller,1940,15945,4.120821574161179,4.09432555504052
5102,金臂小子,Comedy|Fantasy,1993,34320,4.101282051282051,4.089035713279959
951,女友礼拜五,Comedy|Romance,1940,5068,4.169692186266772,4.086932572405185
1209,西部往事,Action|Drama|Western,1968,9456,4.1310807952622675,4.086733957782229
1325,鬼哭神嚎7：魂飞魄散,Horror,1993,5720,4.159965034965035,4.086658638407438
5122,往事如烟,Drama,1971,55736,4.091188818716808,4.08368764233295
7304,从容的快板,Animation|Comedy|Fantasy|Musical,1977,50797,4.0903399807075225,4.08212219155151
1122,Plutonium Circus,Documentary,1995,34634,4.092293699832535,4.0802630019503185
955,育婴奇谭,Comedy|Romance,1938,5062,4.161201106282102,4.078991311297318
296,低俗小说,Comedy|Crime|Drama|Thriller,1994,33680,4.0885985748218525,4.076275993000111
3142,U2：美国巡演,Documentary|Musical,1988,3996,4.1791791791791795,4.075408806838925
178973,他不会死,Comedy|Horror,1986,22943,4.093231050865188,4.075161732717624
923,公民凯恩,Drama|Mystery,1941,6499,4.1377134943837515,4.073998470681831
1300,狗脸的岁月,Comedy|Drama,1985,4636,4.1606988783434,4.071593865983921
948,巨人传,Drama|Romance|Western,1956,19091,4.092687653868315,4.071061188953692
47,七宗罪,Mystery|Thriller,1995,50596,4.0791663372598626,4.0710066346988345
763,告别17岁,Comedy|Drama,1996,12241,4.104362388693734,4.07064781328851
112,红番区,Action|Adventure|Comedy|Crime,1995,29133,4.083479216009336,4.069331802252515
1302,梦幻之地,Children|Drama|Fantasy,1989,11265,4.103683976919663,4.067175666154548
1797,珠穆朗玛峰,Documentary|IMAX,1998,38947,4.074935168305646,4.064404914363639
1256,鸭羹,Comedy|Musical|War,1933,5220,4.142049808429118,4.063550049592191
1289,失衡生活,Documentary,1983,12634,4.095140098147855,4.062732998340831
6089,Jönssonligan & DynamitHarry,Comedy|Crime,1982,51138,4.0680511556963515,4.060066292202921
2048,妙妙探,Action|Animation|Children|Crime,1986,5880,4.127636054421768,4.058315180256288
1287,宾虚,Action|Adventure|Drama,1959,4823,4.141198424217293,4.056813871152181
140004,Sogni mostruosamente proibiti,,1982,10512,4.093274353120243,4.0546432429613555
1317,I'm Not Rappaport,Comedy,1996,11533,4.089829185814619,4.0546189041815515
7627,Just Write,Comedy,1997,33225,4.066350639578631,4.054134533246709
1307,当哈利遇到莎莉,Comedy|Romance,1989,8851,4.098406959665574,4.052620620612351
737,越空追击,Action|Sci-Fi,1996,7719,4.103381267003498,4.05096869519833
1264,歌剧红伶,Action|Drama|Mystery|Romance|Thriller,1981,21085,4.069599241166706,4.050422245295042
1258,闪灵,Horror,1980,22146,4.067213040729703,4.04898166715514
1690,异形4,Action|Horror|Sci-Fi,1997,27749,4.063227503693827,4.048681820515333
1293,甘地传,Drama,1982,5360,4.123320895522388,4.0480646854933
4135,降妖别动队,Adventure|Comedy|Horror,1987,25101,4.063324170351779,4.04726728185909
130916,Max et Jérémie,Comedy|Crime|Drama|Thriller,1992,11987,4.080128472511888,4.046530437851033
1253,地球停转之日,Drama|Sci-Fi|Thriller,1951,36357,4.055518882196001,4.044464983120828
360,我爱麻烦,Action|Comedy,1994,81491,4.048011436845787,4.043086753142128
2294,蚁哥正传,Adventure|Animation|Children|Comedy|Fantasy,1998,5457,4.1165475536008795,4.043011487112916
5422,皇帝的新装,Comedy,2001,4721,4.126879898326625,4.0419706718645925
930,美人计,Film-Noir|Romance|Thriller,1946,4313,4.130419661488523,4.037870806041646
1248,历劫佳人,Crime|Film-Noir|Thriller,1958,5607,4.107454967005529,4.036374988264588
2132,灵欲春宵,Drama,1966,46783,4.044107902443195,4.0355957587370295
975,歌唱幸福,Comedy|Musical,1937,3318,4.153254972875226,4.033497032793572
1261,鬼玩人2,Action|Comedy|Fantasy|Horror,1987,25946,4.0433978262545285,4.0281678906389775
996,终极悍将,Action|Crime|Drama|Thriller,1996,10279,4.065862437980348,4.027448319243622
935,篷车队,Comedy|Musical,1953,11549,4.060091782838341,4.025955310930682
6132,纽约杀人狂,Crime|Horror|Mystery|Thriller,1982,17070,4.047393087287639,4.024336637267792
1181,The Shooter,Western,1997,3576,4.132270693512305,4.022431042705645
1263,猎鹿人,Drama|War,1978,4325,4.110404624277456,4.019834831015791
5827,The Young Americans,Crime|Drama,1993,4835,4.100206825232679,4.019241126019973
1269,毒药与老妇,Comedy|Mystery|Thriller,1944,16371,4.042453118318979,4.018557997459057
309,炮打双灯,Drama,1994,7058,4.072966846132049,4.017598370948042
1267,满洲候选人,Crime|Thriller|War,1962,10712,4.052931292008962,4.016492353200253
1276,铁窗喋血,Drama,1967,5063,4.093324116136678,4.016248617485905
924,2001太空漫游,Adventure|Drama|Sci-Fi,1968,10895,4.050986691142726,4.015208474474074
3259,大地雄心,Adventure|Drama|Romance,1992,30482,4.027754084377666,4.01496932932037
1298,迷墙,Drama|Musical,1982,29931,4.0278640874010225,4.01484568380414
3201,五支歌,Drama,1970,3885,4.115057915057915,4.014769062204006
7250,老公出差,Comedy,1970,5300,4.087735849056604,4.014261759032526
1346,豹人,Drama|Fantasy|Horror,1982,15265,4.039633147723551,4.014126637922747
1341,庭院深深,Horror,1976,6803,4.070998089078348,4.013785674799448
1296,看得见风景的房间,Drama|Romance,1986,5556,4.083693304535637,4.013650097060281
3580,情迷翡冷翠,Drama,2000,4872,4.0911330049261085,4.011443222204885
1286,时光倒流七十年,Drama|Romance,1980,18724,4.031510361033967,4.010789435614402
979,Nothing Personal,Drama|War,1995,15384,4.032858814352574,4.007721556583706
2652,弗兰肯斯坦的诅咒,Horror,1957,19260,4.02666147455867,4.006606894187608
976,告别武器,Romance|War,1932,4145,4.0991556091676715,4.006028396084426
194610,海上浮城,Children|Comedy|Drama,2018,18474,4.026144852224748,4.005266978840091
1283,正午,Drama|Western,1952,8527,4.049196669403073,4.004024320956692
2873,Lulu on the Bridge,Drama|Mystery|Romance,1998,46713,4.009751032903046,4.001527340095761
1321,美国狼人在伦敦,Comedy|Horror|Thriller,1981,3181,4.12071675573719,4.000132840665782
1262,大逃亡,Action|Adventure|Drama|War,1963,7695,4.048278102664067,3.998517196516134
6498,墨菲的战争,War,1971,5448,4.067639500734215,3.9974368587873776
111,出租车司机,Crime|Drama|Thriller,1976,59184,4.002272573668559,3.995821558624643
822,神圣的和平,Drama|Romance|War,1992,6537,4.053235429095915,3.994888838755801
798,十万火急,Action|Adventure|Drama|Thriller,1996,28702,4.007664971082154,3.9943835627461035
953,生活多美好,Children|Drama|Fantasy|Romance,1946,4905,4.070234454638125,3.992662171747427
941,佐罗的印记,Adventure,1940,6420,4.0514797507788165,3.9922402208916754
204566,女人，四十,Comedy|Drama,1995,27374,4.004931687002265,3.9910561568126393
3422,稳操胜券,Comedy|Romance,1986,3170,4.110567823343849,3.990783541544186
1237,第七封印,Drama,1957,15455,4.014331931413782,3.9897893514842964
1249,女囚尼基塔,Action|Crime|Romance|Thriller,1990,54917,3.996512919496695,3.9896073997714225
2841,灵异骇客,Horror|Mystery|Thriller,1999,3281,4.105150868637611,3.989571583473963
248,家有贵客糗事多,Comedy,1994,9739,4.028236985316767,3.9893102274776218
1238,地方英雄,Comedy,1983,31684,3.9993372048983713,3.9873968728963085
1165,The Bloody Child,Drama|Thriller,1996,3142,4.107733927434755,3.9873354231653497
1329,魔鬼之血,Horror,1974,16558,4.008968474453437,3.986151519023795
3586,狂热的偶像,Drama|Romance,1980,4279,4.072563683103529,3.984436792274684
1309,平行之子,Drama|Romance,1995,6729,4.040050527567246,3.9840349243003104
1312,黑色芳心,Drama,1996,7930,4.0290668348045395,3.9816585675839407
4073,心狂线索,Drama|Romance,2001,22066,3.993678056738874,3.976732836396317
1332,纽约大怪谈,Horror|Thriller,1987,37908,3.985201012978791,3.9753523506524577
1299,杀戮战场,Drama|War,1984,22694,3.991010839869569,3.974573827383599
1226,蓬门今始为君开,Drama|Romance,1952,2738,4.109203798392987,3.9731759534601134
1070,澳门,Adventure,1952,5162,4.04407206509105,3.972013888673151
1119,Drunks,Drama,1995,5999,4.033838973162194,3.971846136829822
1245,米勒的十字路口,Crime|Drama|Film-Noir|Thriller,1990,29856,3.9841907824222935,3.9717360147131657
1113,神秘大亨,Comedy,1996,22484,3.9880581747020103,3.9715236681378703
1401,等待黑色黎明,Drama,1996,12700,3.999015748031496,3.969799239636454
1306,直到世界尽头,Adventure|Drama|Sci-Fi,1991,14802,3.994798000270234,3.9697323318667648
949,伊甸园之东,Drama,1955,28820,3.981349757113116,3.9684937375347324
5919,机器人,Sci-Fi,1982,4338,4.0531350852927615,3.9677915027052864
934,岳父大人,Comedy,1950,5621,4.033357053904999,3.967513660814189
2611,文斯洛男孩,Drama,1999,22957,3.982837478764647,3.9667298857232702
1322,鬼哭神嚎6：鬼屋1992 时间到了,Horror,1992,4439,4.049110159945934,3.965885702669583
461,钓鱼去,Drama|Romance,1994,49638,3.9721584270115637,3.9647255285479375
1324,鬼哭神嚎8：灵异鬼现,Horror,1996,5045,4.037661050545094,3.9645433179466503
3852,The Tao of Steve,Comedy,2000,4531,4.043698962701391,3.962475208202431
234,勇闯快活岛,Comedy,1994,5620,4.027935943060498,3.9624527481108602
2915,乖仔也疯狂,Comedy,1983,12980,3.990523882896764,3.962180051471128
178031,Basic Training,Documentary,1971,19868,3.979917455204349,3.961415976990918
1319,Kids of Survival,Documentary,1996,15594,3.9849621649352316,3.961390480999114
1833,终极密码战,Action|Drama|Thriller,1998,27826,3.9743764824265075,3.9611699220706407
936,妮诺契卡,Comedy|Romance,1939,4259,4.047311575487203,3.961039689501887
3547,激情床伴,Comedy|Drama,1987,2480,4.107459677419355,3.9595497508996944
6937,Anything But Love,Musical|Romance,2002,5063,4.031206794390678,3.958816185053473
3622,12把椅子,Comedy,1970,5752,4.02173157162726,3.9580660874862637
3308,冲击,Comedy|Drama,1984,2805,4.086631016042781,3.9563323273315163
2311,2010太空漫游,Sci-Fi,1984,2331,4.112183612183612,3.9555311331460703
7307,冷血奇兵,Action|Adventure|Drama|War,1985,2786,4.086503948312994,3.9554477741021623
3134,大幻影,Drama|War,1937,2477,4.101534113847396,3.9543174496030513
146279,我听起来Gay吗？,Documentary,2015,11921,3.9812515728546263,3.950784614022443
2802,破晓时刻,Action|Drama|Romance|Thriller,1988,18891,3.9699857074797524,3.9507603309859523
5124,Town Without Pity,Drama,1961,31760,3.9610988664987405,3.9496776001415106
1334,变形怪体,Horror|Sci-Fi,1958,9702,3.9856730571016286,3.9483418120961757
980,皇家师姐,Action,1985,5714,4.01058802940147,3.9472788361927234
137761,寻味“左宗棠鸡”,Documentary,2014,11462,3.9784505321933343,3.946903362471816
196779,Undercover Christmas,,2003,10044,3.982726005575468,3.946732086578638
1310,大肆宣传！,Documentary,1996,49595,3.9538763988305274,3.9465880944919376
2053,亲爱的，我把孩子放大了,Children|Comedy|Sci-Fi,1992,3492,4.048539518900344,3.945192683573065
1271,油炸绿番茄,Comedy|Crime|Drama,1991,2665,4.079924953095685,3.9445995546955226
163,杀人三步曲,Action|Romance|Western,1995,5633,4.008077401029647,3.9440915364460496
3698,过关斩将,Action|Sci-Fi,1987,44656,3.951473486205661,3.943408494294367
1137,非常男妓,Romance,1996,6223,4.000883818094167,3.94303457344075
2468,东西战争,Action|Comedy|Romance|Thriller,1986,2463,4.089118960617133,3.942968508119894
5006,玉蒲团之偷情宝鉴,Action|Adventure|Comedy|Fantasy,1992,27181,3.954067179279644,3.9408558900251074
1166,Farmer & Chase,Comedy,1997,2879,4.06512678013199,3.9404548691837236
596,木偶奇遇记,Animation|Children|Fantasy|Musical,1940,57379,3.94637410899458,3.9401210795499866
4361,窈窕淑男,Comedy|Romance,1982,6341,3.9949534773695,3.938477558388039
981,Dangerous Ground,Drama,1997,4452,4.018418688230009,3.9380220820869094
1303,国王迷,Adventure|Drama,1975,11333,3.9688961440042356,3.937338449629901
2970,陆上行舟,Adventure|Drama,1982,2186,4.100869167429094,3.937274886245793
58,邮差,Comedy|Drama|Romance,1994,10483,3.9679004101879234,3.9339186333840694
967,不法之徒,Western,1943,2782,4.0611071171818836,3.933169774445326
2052,女巫也疯狂,Children|Comedy|Fantasy|Horror,1993,2064,4.104893410852713,3.9325706214585456
128011,Symphony of Six Million,Drama,1932,4510,4.011419068736142,3.932556861538253
3803,墨西哥人的宫殿,Comedy|Drama|Western,1972,5323,3.999060680067631,3.932265939566391
1274,阿基拉,Action|Adventure|Animation|Sci-Fi,1988,8207,3.9752650176678443,3.931957938440002
17,理智与情感,Drama|Romance,1995,19729,3.948806325713417,3.930815084368624
1021,Angels in the Outfield,Children|Comedy,1994,4844,4.003922378199835,3.9306595832894846
1281,大独裁者,Comedy|Drama|War,1940,11608,3.960027567195038,3.9294965002373194
139425,糊涂隐形人,Action|Comedy|Fantasy|Sci-Fi,1983,5661,3.9915209326974033,3.928955783561544
3801,桃色血案,Drama|Mystery,1959,5597,3.991245309987493,3.9280328501418995
310,Rent-a-Kid,Comedy,1995,6616,3.981408706166868,3.927938174612721
1290,妙不可言,Drama|Romance,1987,3487,4.028247777459134,3.9269172895776454
2055,Hot Lead & Cold Feet,Action|Comedy|Western,1978,6394,3.9812324053800436,3.9260287100562383
759,林璎：强烈而清晰的洞察力,Documentary,1994,8381,3.9678439327049277,3.9257422594215168
3478,青春传奇,Drama,1987,7851,3.9704496242516876,3.925517597937175
693,Etz Hadomim Tafus,Drama,1994,2479,4.067164179104478,3.9249576173419145
3085,活死人少女,Horror,1982,4068,4.011184857423795,3.9245653714244177
944,消失的地平线,Drama,1937,24658,3.9386811582447887,3.9243938187289222
1345,魔女嘉莉,Drama|Fantasy|Horror|Thriller,1976,3460,4.025433526011561,3.923696728467033
1065,问题中的女人,Mystery,1950,36716,3.9332307440897702,3.9236439825837706
2899,小人国,Adventure|Animation|Children,1939,5875,3.9833191489361703,3.9234219830395705
958,Lady of Burlesque,Comedy|Mystery,1943,4827,3.994820799668531,3.922037677357408
3109,怒河春醒,Drama,1984,29943,3.9334735998396955,3.921744545702755
5278,博爱假期,Comedy|Romance,1985,2128,4.086701127819549,3.9216754936453437
2114,小教父,Drama,1983,6054,3.9765444334324416,3.918737811868381
144834,Carrefour,Drama,1938,30684,3.9299634988919308,3.9185605501930354
4270,木乃伊2：木乃伊归来,Action|Adventure|Comedy|Thriller,2001,2824,4.041961756373937,3.9181271020552417
1250,桂河大桥,Adventure|Drama|War,1957,3727,4.01193989804132,3.9181104901818404
1333,群鸟,Horror|Thriller,1963,6281,3.9737302977232924,3.9180575783317626
2238,七美人,Comedy|Drama,1976,3135,4.029346092503987,3.917834675691324
1342,糖果人,Horror|Thriller,1992,3279,4.023482769136932,3.9169765518290403
6126,维洛妮卡·佛丝,Drama,1982,27935,3.92903168068731,3.9165365256579943
2465,隔壁的女孩,Horror,1986,2258,4.070416297608503,3.9159406324795274
3246,黑潮,Drama,1992,1653,4.126436781609195,3.9155263452820996
4388,惊声尖笑2,Comedy,2001,14900,3.9373825503355704,3.9140258231145313
28,劝导,Drama|Romance,1995,2950,4.03,3.912273990292244
1284,夜长梦多,Crime|Film-Noir|Mystery,1946,6239,3.966821606026607,3.9112263122899606
1257,再见人生,Comedy|Romance,1985,2731,4.035884291468327,3.9091849330002604
1285,希德姐妹帮,Comedy,1989,24954,3.9223771740001605,3.908521994297821
1212,第三人,Film-Noir|Mystery|Thriller,1949,7301,3.955622517463361,3.908280714201817
5137,Scratch,Documentary,2001,2045,4.075794621026895,3.9070290599482576
3195,风暴之乡的苔丝,Drama,1922,4454,3.9831612034126627,3.9057894862035787
4107,合家观赏,Drama,1987,2788,4.029232424677188,3.9056474318503023
2316,超异能快感,Drama|Fantasy|Mystery|Romance,1998,2263,4.057224922669024,3.9050737777850593
3030,用心棒,Action|Adventure,1961,27099,3.915679545370678,3.9030051406423674
191125,Leuchtturm des Chaos,Documentary,1983,20474,3.919385562176419,3.9026177732251073
7565,Cat-Women of the Moon,Adventure|Sci-Fi,1953,1800,4.093055555555556,3.9023847398792673
3200,特殊任务,Comedy|Drama,1973,3562,3.9983155530600785,3.9020069004661178
3063,欲海潮,Drama|Thriller,1992,7428,3.9477652127086698,3.9016040593486565
36,死囚漫步,Crime|Drama,1995,19388,3.91868681658758,3.901013960373356
26223,加美拉对大魔兽加卡,Action|Fantasy|Sci-Fi,1970,4832,3.9717508278145695,3.900853656692625
3749,追忆似水年华,Drama,1999,2358,4.0458015267175576,3.9005692635701257
2056,In Search of the Castaways,Adventure|Children,1962,8571,3.940030334850076,3.9000976657783637
32,十二猴子,Mystery|Sci-Fi|Thriller,1995,47054,3.9057678412037236,3.8985079619388805
5549,手足英雄,Western,1960,28934,3.908775143429875,3.8969904054708424
1270,回到未来,Adventure|Comedy|Sci-Fi,1985,7377,3.943201843567846,3.896980414551068
2836,Outside Providence,Comedy,1999,2314,4.042999135695765,3.8958479755602555
29,童梦失魂夜,Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,8305,3.936724864539434,3.895730377305898
